,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
301,51,administrative,married,secondary,False,531,yes,False,unknown,5,may,267,2,-1,0,unknown,False
302,57,retired,married,secondary,False,211,yes,False,unknown,5,may,248,2,-1,0,unknown,False
303,36,services,single,secondary,False,62,yes,False,unknown,5,may,215,2,-1,0,unknown,False
304,53,services,married,unknown,False,257,yes,False,unknown,5,may,209,2,-1,0,unknown,False
305,50,technician,married,secondary,False,1234,yes,False,unknown,5,may,205,2,-1,0,unknown,False
306,54,management,married,tertiary,False,313,yes,False,unknown,5,may,83,2,-1,0,unknown,False
307,55,blue-collar,married,secondary,False,89,yes,False,unknown,5,may,106,3,-1,0,unknown,False
308,44,blue-collar,married,secondary,False,129,yes,True,unknown,5,may,189,2,-1,0,unknown,False
309,43,management,married,unknown,False,0,yes,False,unknown,5,may,105,2,-1,0,unknown,False
310,56,administrative,married,secondary,False,353,yes,False,unknown,5,may,106,2,-1,0,unknown,False
311,54,technician,married,unknown,False,851,yes,False,unknown,5,may,108,2,-1,0,unknown,False
312,55,services,divorced,primary,False,96,yes,True,unknown,5,may,311,2,-1,0,unknown,False
313,37,services,divorced,secondary,False,398,yes,True,unknown,5,may,214,2,-1,0,unknown,False
314,33,administrative,single,tertiary,False,193,no,False,unknown,5,may,132,2,-1,0,unknown,False
315,46,administrative,married,secondary,False,-358,yes,False,unknown,5,may,358,2,-1,0,unknown,False
316,36,blue-collar,married,secondary,False,539,yes,True,unknown,5,may,453,2,-1,0,unknown,False
317,51,technician,single,secondary,False,0,yes,False,unknown,5,may,364,2,-1,0,unknown,False
318,40,retired,single,primary,False,0,no,False,unknown,5,may,136,2,-1,0,unknown,False
319,42,blue-collar,married,secondary,False,490,yes,False,unknown,5,may,386,2,-1,0,unknown,False
320,51,blue-collar,married,secondary,False,0,yes,False,unknown,5,may,173,2,-1,0,unknown,False
321,49,blue-collar,married,unknown,False,403,yes,False,unknown,5,may,241,2,-1,0,unknown,False
322,48,management,married,secondary,False,161,yes,False,unknown,5,may,224,3,-1,0,unknown,False
323,32,technician,divorced,tertiary,False,2558,no,False,unknown,5,may,148,2,-1,0,unknown,False
324,31,administrative,single,secondary,False,98,yes,False,unknown,5,may,196,2,-1,0,unknown,False
325,55,management,single,tertiary,False,115,no,False,unknown,5,may,111,4,-1,0,unknown,False
326,40,blue-collar,single,secondary,False,436,yes,False,unknown,5,may,231,3,-1,0,unknown,False
327,47,technician,married,tertiary,False,831,yes,False,unknown,5,may,316,3,-1,0,unknown,False
328,57,technician,married,unknown,False,206,yes,False,unknown,5,may,216,3,-1,0,unknown,False
329,41,blue-collar,married,secondary,False,290,yes,False,unknown,5,may,240,2,-1,0,unknown,False
330,48,blue-collar,married,secondary,False,1,no,False,unknown,5,may,669,3,-1,0,unknown,False
331,42,blue-collar,married,unknown,False,57,yes,False,unknown,5,may,425,2,-1,0,unknown,False
332,30,blue-collar,single,secondary,False,-457,yes,False,unknown,5,may,143,2,-1,0,unknown,False
333,58,management,single,tertiary,False,1387,yes,False,unknown,5,may,174,5,-1,0,unknown,False
334,45,management,divorced,tertiary,False,24598,yes,False,unknown,5,may,313,3,-1,0,unknown,False
335,49,blue-collar,married,secondary,False,30,yes,False,unknown,5,may,135,4,-1,0,unknown,False
336,42,administrative,single,secondary,False,1022,yes,False,unknown,5,may,146,2,-1,0,unknown,False
337,53,technician,married,secondary,False,56,yes,True,unknown,5,may,152,2,-1,0,unknown,False
338,51,administrative,single,secondary,True,-2,no,False,unknown,5,may,402,3,-1,0,unknown,False
339,32,services,single,secondary,False,121,yes,False,unknown,5,may,213,2,-1,0,unknown,False
340,41,blue-collar,single,secondary,False,842,yes,False,unknown,5,may,144,3,-1,0,unknown,False
341,43,management,divorced,secondary,False,693,yes,False,unknown,5,may,124,3,-1,0,unknown,False
342,40,blue-collar,divorced,secondary,False,-333,yes,False,unknown,5,may,183,2,-1,0,unknown,False
343,50,blue-collar,married,primary,False,1533,yes,False,unknown,5,may,325,2,-1,0,unknown,False
344,34,management,married,tertiary,False,46,yes,False,unknown,5,may,39,4,-1,0,unknown,False
345,53,services,married,unknown,False,18,no,False,unknown,5,may,503,2,-1,0,unknown,False
346,45,technician,married,secondary,False,44,yes,False,unknown,5,may,95,4,-1,0,unknown,False
347,39,blue-collar,married,primary,False,-100,yes,False,unknown,5,may,680,2,-1,0,unknown,False
348,44,services,married,tertiary,False,510,yes,False,unknown,5,may,421,4,-1,0,unknown,False
349,55,management,married,tertiary,False,685,yes,False,unknown,5,may,174,3,-1,0,unknown,False
350,46,management,single,tertiary,False,187,yes,False,unknown,5,may,113,2,-1,0,unknown,False
351,45,blue-collar,married,secondary,False,66,yes,False,unknown,5,may,808,2,-1,0,unknown,False
352,34,administrative,married,secondary,False,560,yes,False,unknown,5,may,198,3,-1,0,unknown,False
353,36,blue-collar,married,secondary,False,0,yes,False,unknown,5,may,195,2,-1,0,unknown,False
354,59,unknown,divorced,unknown,False,27,no,False,unknown,5,may,347,3,-1,0,unknown,False
355,31,administrative,single,secondary,False,12,yes,False,unknown,5,may,208,2,-1,0,unknown,False
356,44,blue-collar,single,secondary,False,34,yes,False,unknown,5,may,404,4,-1,0,unknown,False
357,33,entrepreneur,single,tertiary,False,1068,yes,False,unknown,5,may,396,2,-1,0,unknown,False
358,40,blue-collar,married,secondary,False,211,yes,False,unknown,5,may,216,4,-1,0,unknown,False
359,46,administrative,single,tertiary,False,377,yes,False,unknown,5,may,98,2,-1,0,unknown,False
360,48,management,married,tertiary,False,263,yes,False,unknown,5,may,350,2,-1,0,unknown,False
361,42,services,married,secondary,False,1263,yes,False,unknown,6,may,114,2,-1,0,unknown,False
362,27,services,married,secondary,False,8,yes,False,unknown,6,may,88,3,-1,0,unknown,False
363,48,administrative,married,secondary,False,126,yes,True,unknown,6,may,379,2,-1,0,unknown,False
364,59,administrative,married,secondary,False,230,yes,False,unknown,6,may,190,3,-1,0,unknown,False
365,46,technician,married,tertiary,False,841,yes,False,unknown,6,may,158,1,-1,0,unknown,False
366,38,administrative,divorced,secondary,False,308,yes,False,unknown,6,may,102,1,-1,0,unknown,False
367,43,management,divorced,tertiary,False,1,yes,False,unknown,6,may,306,1,-1,0,unknown,False
368,38,administrative,divorced,tertiary,False,86,yes,False,unknown,6,may,218,1,-1,0,unknown,False
369,23,student,single,secondary,False,157,yes,False,unknown,6,may,54,1,-1,0,unknown,False
370,34,services,married,secondary,False,22,yes,False,unknown,6,may,344,1,-1,0,unknown,False
371,38,administrative,married,secondary,False,46,yes,True,unknown,6,may,195,1,-1,0,unknown,False
372,37,blue-collar,married,secondary,False,1293,no,False,unknown,6,may,652,1,-1,0,unknown,False
373,25,administrative,single,secondary,False,122,yes,False,unknown,6,may,286,1,-1,0,unknown,False
374,48,blue-collar,married,unknown,False,131,yes,False,unknown,6,may,189,1,-1,0,unknown,False
375,49,blue-collar,single,secondary,False,143,yes,False,unknown,6,may,83,1,-1,0,unknown,False
376,38,administrative,single,secondary,False,393,no,False,unknown,6,may,184,2,-1,0,unknown,False
377,43,blue-collar,married,primary,False,98,yes,False,unknown,6,may,235,1,-1,0,unknown,False
378,33,management,married,tertiary,False,0,yes,False,unknown,6,may,290,1,-1,0,unknown,False
379,55,blue-collar,married,secondary,False,224,yes,False,unknown,6,may,232,1,-1,0,unknown,False
380,38,blue-collar,married,secondary,False,757,yes,False,unknown,6,may,133,1,-1,0,unknown,False
381,49,services,married,secondary,False,245,yes,True,unknown,6,may,318,1,-1,0,unknown,False
382,40,management,married,secondary,False,8486,no,False,unknown,6,may,260,3,-1,0,unknown,False
383,43,administrative,married,unknown,False,350,no,False,unknown,6,may,437,1,-1,0,unknown,False
384,38,blue-collar,married,secondary,False,20,yes,False,unknown,6,may,402,1,-1,0,unknown,False
385,58,services,married,secondary,False,1667,yes,True,unknown,6,may,85,1,-1,0,unknown,False
386,57,technician,married,unknown,False,345,yes,False,unknown,6,may,125,1,-1,0,unknown,False
387,32,unemployed,married,secondary,False,10,yes,False,unknown,6,may,501,4,-1,0,unknown,False
388,56,management,married,tertiary,False,830,yes,True,unknown,6,may,1201,1,-1,0,unknown,True
389,58,blue-collar,divorced,unknown,False,29,yes,False,unknown,6,may,253,1,-1,0,unknown,False
390,60,retired,divorced,secondary,False,545,yes,False,unknown,6,may,1030,1,-1,0,unknown,True
391,37,technician,married,tertiary,False,8730,yes,False,unknown,6,may,149,1,-1,0,unknown,False
392,46,technician,divorced,tertiary,False,477,yes,False,unknown,6,may,114,1,-1,0,unknown,False
393,27,administrative,married,secondary,False,4,yes,False,unknown,6,may,243,1,-1,0,unknown,False
394,43,blue-collar,married,secondary,False,1205,yes,False,unknown,6,may,769,2,-1,0,unknown,False
395,32,technician,single,secondary,False,0,yes,True,unknown,6,may,135,3,-1,0,unknown,False
396,40,administrative,single,secondary,False,263,yes,False,unknown,6,may,231,1,-1,0,unknown,False
397,38,administrative,married,secondary,False,1,no,False,unknown,6,may,76,1,-1,0,unknown,False
398,34,blue-collar,married,secondary,False,283,no,True,unknown,6,may,199,1,-1,0,unknown,False
399,47,blue-collar,married,primary,False,206,yes,False,unknown,6,may,152,1,-1,0,unknown,False
400,42,housemaid,married,primary,False,17,yes,False,unknown,6,may,124,1,-1,0,unknown,False
401,48,technician,married,secondary,False,141,yes,True,unknown,6,may,424,1,-1,0,unknown,False
402,29,self-employed,single,tertiary,False,16,yes,False,unknown,6,may,43,1,-1,0,unknown,False
403,50,services,married,secondary,False,206,yes,False,unknown,6,may,154,1,-1,0,unknown,False
404,52,technician,married,unknown,False,7,no,False,unknown,6,may,203,2,-1,0,unknown,False
405,50,management,married,tertiary,False,0,no,False,unknown,6,may,326,1,-1,0,unknown,False
406,58,retired,married,tertiary,False,0,no,False,unknown,6,may,393,1,-1,0,unknown,False
407,46,blue-collar,divorced,primary,False,1927,yes,False,unknown,6,may,241,3,-1,0,unknown,False
408,38,technician,married,secondary,False,284,yes,False,unknown,6,may,483,1,-1,0,unknown,False
409,46,blue-collar,married,secondary,False,1660,yes,False,unknown,6,may,259,1,-1,0,unknown,False
410,32,services,single,secondary,False,406,yes,False,unknown,6,may,227,1,-1,0,unknown,False
411,51,blue-collar,married,primary,False,230,yes,False,unknown,6,may,673,1,-1,0,unknown,False
412,39,administrative,single,secondary,False,-25,yes,False,unknown,6,may,576,1,-1,0,unknown,False
413,48,administrative,married,secondary,False,182,yes,False,unknown,6,may,180,2,-1,0,unknown,False
414,36,entrepreneur,married,tertiary,False,1169,yes,False,unknown,6,may,168,2,-1,0,unknown,False
415,34,administrative,divorced,secondary,False,67,yes,False,unknown,6,may,90,1,-1,0,unknown,False
416,40,technician,married,secondary,False,77,no,False,unknown,6,may,505,1,-1,0,unknown,False
417,43,unemployed,married,secondary,False,0,yes,False,unknown,6,may,245,1,-1,0,unknown,False
418,52,blue-collar,divorced,primary,False,55,yes,True,unknown,6,may,186,1,-1,0,unknown,False
419,33,technician,married,secondary,True,72,yes,False,unknown,6,may,623,1,-1,0,unknown,False
420,49,management,single,tertiary,False,163,yes,False,unknown,6,may,496,3,-1,0,unknown,False
421,32,management,single,tertiary,False,151,yes,False,unknown,6,may,118,1,-1,0,unknown,False
422,39,administrative,single,secondary,False,113,yes,False,unknown,6,may,342,1,-1,0,unknown,False
423,40,blue-collar,married,secondary,False,0,yes,False,unknown,6,may,225,1,-1,0,unknown,False
424,38,technician,single,tertiary,False,9,yes,False,unknown,6,may,185,3,-1,0,unknown,False
425,43,management,married,secondary,False,375,yes,False,unknown,6,may,196,2,-1,0,unknown,False
426,39,services,married,secondary,False,1142,yes,False,unknown,6,may,276,1,-1,0,unknown,False
427,54,blue-collar,married,primary,False,2102,yes,False,unknown,6,may,76,1,-1,0,unknown,False
428,38,technician,single,tertiary,False,4325,yes,False,unknown,6,may,87,1,-1,0,unknown,False
429,40,blue-collar,married,secondary,False,217,yes,False,unknown,6,may,195,1,-1,0,unknown,False
430,55,administrative,married,secondary,False,131,yes,False,unknown,6,may,744,1,-1,0,unknown,False
431,42,management,married,tertiary,False,1680,yes,False,unknown,6,may,765,1,-1,0,unknown,False
432,39,blue-collar,married,secondary,False,0,yes,False,unknown,6,may,262,1,-1,0,unknown,False
433,40,blue-collar,married,primary,False,46,yes,False,unknown,6,may,119,1,-1,0,unknown,False
434,32,blue-collar,married,secondary,False,320,yes,False,unknown,6,may,198,2,-1,0,unknown,False
435,55,administrative,married,secondary,False,183,yes,False,unknown,6,may,150,1,-1,0,unknown,False
436,45,blue-collar,married,secondary,False,39,no,False,unknown,6,may,241,1,-1,0,unknown,False
437,35,management,single,tertiary,False,560,yes,False,unknown,6,may,181,1,-1,0,unknown,False
438,58,technician,divorced,secondary,False,469,no,False,unknown,6,may,196,1,-1,0,unknown,False
439,35,administrative,married,secondary,False,530,yes,False,unknown,6,may,149,1,-1,0,unknown,False
440,49,services,married,primary,False,61,yes,False,unknown,6,may,246,1,-1,0,unknown,False
441,34,technician,single,tertiary,False,242,yes,False,unknown,6,may,112,1,-1,0,unknown,False
442,36,blue-collar,married,secondary,False,139,yes,False,unknown,6,may,309,2,-1,0,unknown,False
443,24,self-employed,single,secondary,False,0,yes,False,unknown,6,may,278,1,-1,0,unknown,False
444,34,technician,married,secondary,False,367,yes,False,unknown,6,may,140,1,-1,0,unknown,False
445,51,administrative,divorced,secondary,False,228,yes,False,unknown,6,may,136,1,-1,0,unknown,False
446,39,technician,single,unknown,False,45248,yes,False,unknown,6,may,1623,1,-1,0,unknown,True
447,50,self-employed,married,unknown,False,-84,yes,False,unknown,6,may,101,1,-1,0,unknown,False
448,32,services,single,secondary,False,310,yes,False,unknown,6,may,144,1,-1,0,unknown,False
449,42,blue-collar,married,unknown,False,132,yes,False,unknown,6,may,238,1,-1,0,unknown,False
450,50,technician,married,secondary,False,797,yes,False,unknown,6,may,354,1,-1,0,unknown,False
451,40,services,married,secondary,False,71,no,False,unknown,6,may,79,1,-1,0,unknown,False
452,46,management,divorced,unknown,False,2,yes,False,unknown,6,may,187,1,-1,0,unknown,False
453,37,management,married,tertiary,False,231,yes,True,unknown,6,may,451,2,-1,0,unknown,False
454,34,blue-collar,married,secondary,False,270,yes,True,unknown,6,may,159,1,-1,0,unknown,False
455,44,blue-collar,married,secondary,False,274,yes,True,unknown,6,may,409,1,-1,0,unknown,False
456,40,administrative,single,secondary,False,-109,yes,True,unknown,6,may,170,1,-1,0,unknown,False
457,37,technician,married,secondary,False,1,yes,False,unknown,6,may,608,1,-1,0,unknown,True
458,33,blue-collar,single,secondary,True,-60,no,False,unknown,6,may,243,1,-1,0,unknown,False
459,35,blue-collar,married,secondary,False,89,yes,False,unknown,6,may,145,2,-1,0,unknown,False
460,58,blue-collar,divorced,secondary,False,-11,no,False,unknown,6,may,112,1,-1,0,unknown,False
461,39,blue-collar,married,primary,False,0,yes,False,unknown,6,may,262,2,-1,0,unknown,False
462,43,blue-collar,married,secondary,False,-509,yes,False,unknown,6,may,124,1,-1,0,unknown,False
463,39,unemployed,married,primary,False,408,yes,False,unknown,6,may,53,1,-1,0,unknown,False
464,36,services,single,primary,False,58,yes,False,unknown,6,may,134,1,-1,0,unknown,False
465,57,retired,single,secondary,False,1640,no,True,unknown,6,may,204,4,-1,0,unknown,False
466,36,administrative,single,secondary,False,20,yes,False,unknown,6,may,186,1,-1,0,unknown,False
467,50,blue-collar,married,primary,False,71,yes,False,unknown,6,may,678,1,-1,0,unknown,False
468,55,blue-collar,married,secondary,False,52,yes,False,unknown,6,may,182,1,-1,0,unknown,False
469,44,self-employed,married,tertiary,False,292,yes,False,unknown,6,may,162,1,-1,0,unknown,False
470,44,services,divorced,secondary,False,424,yes,False,unknown,6,may,27,1,-1,0,unknown,False
471,39,housemaid,single,primary,False,109,yes,False,unknown,6,may,699,3,-1,0,unknown,False
472,46,blue-collar,married,unknown,False,1044,yes,False,unknown,6,may,43,1,-1,0,unknown,False
473,39,blue-collar,married,secondary,False,983,yes,False,unknown,6,may,97,1,-1,0,unknown,False
474,34,administrative,married,secondary,False,869,no,False,unknown,6,may,1677,1,-1,0,unknown,True
475,40,blue-collar,married,primary,False,668,yes,False,unknown,6,may,283,2,-1,0,unknown,False
476,50,management,married,tertiary,False,964,yes,False,unknown,6,may,323,1,-1,0,unknown,False
477,31,management,single,secondary,False,301,yes,False,unknown,6,may,82,1,-1,0,unknown,False
478,37,administrative,single,secondary,False,140,yes,False,unknown,6,may,310,1,-1,0,unknown,False
479,39,management,single,secondary,False,1877,yes,False,unknown,6,may,185,1,-1,0,unknown,False
